Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Medulla_oblongata	27/4544	0.00000152896421003460052781878185379493828577324165962636470794677734375	0.0000322781333229526788447701080020380004498292692005634307861328125	0.000000140928353249186888736431085868139323480363600538112223148345947265625	0.00000223136559311212593685017253897218125757717643864452838897705078125	-7.105377183380582	95.1475377076271	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;CCDC28A;PPP2CA;RUSC1;NEFM;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;ELOVL4;ABCA5;SMARCA2;SNAP91;PJA2;PREPL;PSMC1;MATR3;SAE1;SPATA18;OPTN;RAB3GAP1
Occipital_lobe	40/10045	0.000013388094326852314773002895764708597425851621665060520172119140625	0.000169582528140129330622432046737912969547323882579803466796875	0.0000000991531864682988285416889696032016754401183789013884961605072021484375	0.00000188391054289767767611764141821861784364955383352935314178466796875	-7.895305730054785	88.59436827675165	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;RUSC1;RARS;HSF2;SH3BGRL2;NEFM;KPNA4;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;CADPS2;ELOVL4;ABCA5;MCF2;CADPS;NME5;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;RAB3GAP1;OPTN
Ophthalmic_nerve	23/3453	0.000002313387309016975569683945146426395922389929182827472686767578125	0.000043954358871322530741797274256299488115473650395870208740234375	0.00000034400575950497742156442807122396221330973276053555309772491455078125	0.00000502777648507274710159252462116086235255352221429347991943359375	-6.72315914294905	87.24507637159772	SYT4;WDR69;ELOVL4;ABCA5;MCF2;MYCBP2;SEL1L;SNAP91;PJA2;CCDC28A;PREPL;RUSC1;PSMC1;HSF2;NEFM;MATR3;DENR;KIF21A;SPATA18;VPS36;OPTN;RAB3GAP1;RAB11FIP5
Cerebral_peduncle	27/4907	0.0000073196246378672733150293032433619799803636851720511913299560546875	0.000115894056766231823393971389624113044192199595272541046142578125	0.0000007369102099276451418394403257428049158761496073566377162933349609375	0.000010000924277589469827483455166561299165550735779106616973876953125	-6.949900345916162	82.18223459177675	WDR69;MYCBP2;SEL1L;UBE3A;PPP2CA;RUSC1;HSF2;NEFM;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;CADPS2;ELOVL4;ABCA5;SMARCA2;SNAP91;PJA2;PREPL;PSMC1;MATR3;SAE1;SPATA18;OPTN;RAB3GAP1
Corpus_callosum	36/9077	0.0001235822877992775298792993421415076227276585996150970458984375	0.000939225387274509140346501201435103212133981287479400634765625	0.0000039750080165711521124559911510853993377168080769479274749755859375	0.000037762576157425949727013125833963158584083430469036102294921875	-8.789706343317631	79.09508073382139	MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;RUSC1;RARS;HSF2;SH3BGRL2;NEFM;KPNA4;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;ELOVL4;MCF2;CADPS;NME5;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;RAB3GAP1;OPTN
Parenchyma	27/5163	0.00002003730877260966852901509505091581786473398096859455108642578125	0.000223946392164460993633168239824726697406731545925140380859375	0.0000021510673292697571269867229393213392540928907692432403564453125	0.0000255439245350783667300002821587412427106755785644054412841796875	-7.219559408492263	78.10057701193149	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;CCDC28A;PPP2CA;CCNB1;RUSC1;RARS;HSF2;DENR;KIF21A;VPS36;RAB11FIP5;SYT4;ELOVL4;ABCA5;SMARCA2;PJA2;PSMC1;MATR3;GRSF1;SAE1;SPATA18;OPTN;RAB3GAP1
Caudate_nucleus	25/4512	0.00001933178955771738889344267542380606528240605257451534271240234375	0.000223946392164460993633168239824726697406731545925140380859375	0.0000025834467707923685625003192012361097340544802136719226837158203125	0.00002887381685003235362520397633279145566120860166847705841064453125	-6.937327358212466	75.29608403507666	WDR69;MYCBP2;SEL1L;UBE3A;CCDC28A;PPP2CA;RUSC1;NEFM;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;ABCA5;SMARCA2;SNAP91;PJA2;PREPL;PSMC1;MATR3;SAE1;SPATA18;OPTN;RAB3GAP1
Helper_T-lymphocyte	27/5270	0.0000298654228893058007964465827566158395711681805551052093505859375	0.0003152461304982278754611979554312028994900174438953399658203125	0.00000329485671355062858275779269501271073750103823840618133544921875	0.0000329485671355062858275779269501271073750103823840618133544921875	-7.089494284502913	73.86408807515659	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;CCDC28A;PPP2CA;RUSC1;HSF2;DENR;KIF21A;VPS36;RAB11FIP5;SYT4;ABCA5;SMARCA2;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;OPTN;RAB3GAP1
Pancreatic_islet	27/4972	0.000009520746096780113629080323500719629237210028804838657379150390625	0.00012921012559915869585651371220791361338342539966106414794921875	0.0000009741219308713650837871188270522537777651450596749782562255859375	0.00001233887779103729162599213664552877389724017120897769927978515625	-6.29259300061556	72.75519524307904	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;CCDC28A;PPP2CA;RUSC1;SH3BGRL2;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;ABCA5;SMARCA2;PJA2;PREPL;PSMC1;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;OPTN;RAB3GAP1
Pons	24/4336	0.000033323130413168537970920735080682106854510493576526641845703125	0.0003332313041316853526041530386692102183587849140167236328125	0.0000050914717170511676502700319779659565710971946828067302703857421875	0.000046065696487605802792071607587587322996114380657672882080078125	-6.785348192459584	69.95191053095434	SYT4;WDR69;ABCA5;MYCBP2;SEL1L;SMARCA2;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;RUSC1;PSMC1;NEFM;MATR3;DENR;KIF21A;SAE1;SPATA18;VPS36;OPTN;SH3GL2;RAB3GAP1;RAB11FIP5
Blood	29/6006	0.000036316374815438515655414974947490236445446498692035675048828125	0.000345005560746665905502705840035559958778321743011474609375	0.0000031958481850172656553682286328932349306342075578868389129638671875	0.0000329485671355062858275779269501271073750103823840618133544921875	-6.626609126629267	67.74542755850757	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;CCNB1;RUSC1;RARS;KPNA4;DENR;KIF21A;VPS36;RAB11FIP5;SYT4;ABCA5;SMARCA2;PJA2;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;OPTN;RAB3GAP1
Bronchial_epithelial_cell	25/4837	0.00006731026551014206138999484974050346863805316388607025146484375	0.0005560413237794344272491020575444053974933922290802001953125	0.0000097255156196282785429664541343441896970034576952457427978515625	0.000076993665322057198920242815365355681933579035103321075439453125	-6.748237867086489	64.82490774838136	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;CCDC28A;PPP2CA;CCNB1;RUSC1;RARS;DENR;KIF21A;VPS36;RAB11FIP5;SYT4;ABCA5;PJA2;PSMC1;DNAJA2;MATR3;GRSF1;SAE1;SPATA18;OPTN;RAB3GAP1
Cytotoxic_T-lymphocyte	26/5212	0.00007962911198504616099198838430339719707262702286243438720703125	0.000630397136548282110111995901746695381007157266139984130859375	0.000010508536083941344112658959619732712553741293959319591522216796875	0.00007986487423795421186807630409276725913514383137226104736328125	-6.766023700327968	63.85861670341808	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;CCDC28A;PPP2CA;HSF2;DENR;KIF21A;VPS36;RAB11FIP5;SYT4;ABCA5;SMARCA2;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;OPTN;RAB3GAP1
MOLT-4_cell	24/4430	0.0000482403906353848305958546827110211552280816249549388885498046875	0.0004166215554874144158699345030782978938077576458454132080078125	0.0000075335824209029247691660723107442976242964505217969417572021484375	0.000065062757271434356362398154782766823700512759387493133544921875	-6.282091587757974	62.439680288462725	SYT4;WDR69;ABCA5;MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;LZTFL1;PJA2;CCDC28A;PPP2CA;CCNB1;PSMC1;MATR3;DENR;KIF21A;GRSF1;SAE1;SPATA18;VPS36;OPTN;RAB3GAP1;RAB11FIP5
Globus_pallidus	22/3792	0.0000430897363914314554013407221333409324870444834232330322265625	0.000389859519731998861551136581482523979502730071544647216796875	0.000008070369217716361480191751553991963419321109540760517120361328125	0.00006666826745070037287844988416196656544343568384647369384765625	-5.909824509622668	59.406889959852606	SYT4;WDR69;ABCA5;MYCBP2;SEL1L;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;RUSC1;PSMC1;NEFM;MATR3;DENR;KIF21A;SPATA18;VPS36;OPTN;SH3GL2;RAB3GAP1;RAB11FIP5
Monocyte	31/7640	0.000546670985382953261884353413080361860920675098896026611328125	0.003581637490440038769368147342220254358835518360137939453125	0.0000487072645287927504247245391599818731265258975327014923095703125	0.0003084793420156873764402527537953346836729906499385833740234375	-7.824076713825844	58.77183089154365	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;RUSC1;RARS;NEFM;KPNA4;DENR;KIF21A;VPS36;RAB11FIP5;SYT4;ABCA5;SMARCA2;SNAP91;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;RAB3GAP1;OPTN
Superior_cervical_ganglion	24/4740	0.000150861803042977023030235539380328191327862441539764404296875	0.0011024516376217552600380589211681581218726933002471923828125	0.0000253562649945947480808507157323816727512166835367679595947265625	0.0001720603696061786462394305186052179124089889228343963623046875	-6.598621019590053	58.06223207174766	SYT4;WDR69;ELOVL4;ABCA5;MCF2;MYCBP2;SEL1L;UBE3A;SMARCA2;PJA2;PREPL;RUSC1;PSMC1;HSF2;NEFM;MATR3;DENR;KIF21A;SAE1;SPATA18;VPS36;OPTN;RAB3GAP1;RAB11FIP5
Dendritic_cell	26/5660	0.0003432432307966217974702638482398242558701895177364349365234375	0.00241541532782807953638748443836448132060468196868896484375	0.0000508449313855196901213058524593435549832065589725971221923828125	0.0003116302246209270792286216700262002632371149957180023193359375	-6.975586027961661	55.64474664690033	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;CCDC28A;PPP2CA;RUSC1;DENR;KIF21A;VPS36;RAB11FIP5;SYT4;ABCA5;SMARCA2;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;OPTN;RAB3GAP1
Retina	39/11092	0.000774626098027793503521254425692177392193116247653961181640625	0.0044599684431903263703844686460797674953937530517578125	0.00001593668844846002512530801220602683088145568035542964935302734375	0.0001164604155849001854323987448225352636654861271381378173828125	-6.824020851769364	48.8813491607893	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;CCDC28A;PPP2CA;NKRF;RUSC1;RARS;HSF2;SH3BGRL2;NEFM;KPNA4;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;CADPS2;ELOVL4;ABCA5;MCF2;CADPS;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;RAB3GAP1;OPTN
Frontal_lobe	39/11591	0.002406198459951046884908176792805534205399453639984130859375	0.0111506757900170470898526531300376518629491329193115234375	0.000062999103817462748732512733962352058370015583932399749755859375	0.0003627221128884218644648773643979211556143127381801605224609375	-7.9511352655922245	47.943017395311614	MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;NKRF;RUSC1;RARS;HSF2;SH3BGRL2;NEFM;KPNA4;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;CADPS2;ELOVL4;ABCA5;MCF2;CADPS;NME5;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;RAB3GAP1;OPTN
Muscle	13/1841	0.0004496145054242673614990077890496422696742229163646697998046875	0.0030509555725218144052457436288250391953624784946441650390625	0.00018502546537882969533185539834363453337573446333408355712890625	0.0009765232894993788707871384957570626283995807170867919921875	-6.013255502672025	46.344881731418596	ABCA5;MYCBP2;SEL1L;UBE3A;PPP2CA;CCNB1;RARS;PSMC1;DNAJA2;MATR3;KPNA4;SAE1;OPTN
Trigeminal_ganglion	21/4239	0.0007142437448456645694705446913985724677331745624542236328125	0.004432636170273402363706249929009572952054440975189208984375	0.0001718782604952163637311579602595656979246996343135833740234375	0.000933053414116888769729019070808817559736780822277069091796875	-6.2114029270591775	44.99718097016774	SYT4;WDR69;ELOVL4;ABCA5;SEL1L;UBE3A;SMARCA2;PJA2;PREPL;RUSC1;PSMC1;HSF2;NEFM;MATR3;DENR;KIF21A;SPATA18;VPS36;OPTN;RAB3GAP1;RAB11FIP5
Adrenal_cortex	22/4574	0.000746549249730257304114022787189242080785334110260009765625	0.004432636170273402363706249929009572952054440975189208984375	0.00016683292012972949385808674183095945409149862825870513916015625	0.000932301612489664743681216929616084598819725215435028076171875	-6.23877349175228	44.91947464695759	SYT4;WDR69;ABCA5;MCF2;MYCBP2;SEL1L;UBE3A;SMARCA2;PJA2;CCDC28A;PPP2CA;PREPL;PSMC1;HSF2;MATR3;DENR;KIF21A;SPATA18;VPS36;OPTN;RAB3GAP1;RAB11FIP5
Spinal_ganglion	19/3623	0.000728501017210539197031804459214754388085566461086273193359375	0.004432636170273402363706249929009572952054440975189208984375	0.00020337770890178840060662224242804541063378565013408660888671875	0.00104437201868485922406915022975226747803390026092529296875	-6.118736612855648	44.20494443282052	SYT4;WDR69;ABCA5;MYCBP2;SEL1L;UBE3A;PJA2;PREPL;RUSC1;PSMC1;NEFM;MATR3;DENR;KIF21A;SPATA18;VPS36;OPTN;RAB3GAP1;RAB11FIP5
Natural_killer_cell	35/9530	0.00114164040435069352556751720584315989981405436992645263671875	0.006379755200783286672727712129926658235490322113037109375	0.0000621515805345100396349378168991961501887999475002288818359375	0.0003627221128884218644648773643979211556143127381801605224609375	-6.483724829861925	43.92911016514698	WDR69;MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;NKRF;RUSC1;RARS;HSF2;NEFM;KPNA4;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;CADPS2;ABCA5;SMARCA2;LZTFL1;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;RAB3GAP1;OPTN
Hypothalamus	42/12937	0.0021386798483518519760349096969775928300805389881134033203125	0.01069339924175925944649367949068619054742157459259033203125	0.0000176798075947049888336469469773959417580044828355312347412109375	0.00012441346085162769568611962345272559105069376528263092041015625	-6.331984085891981	38.92629345771012	WDR69;SEL1L;MYCBP2;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;CCNB1;NKRF;RUSC1;RARS;HSF2;SH3BGRL2;NEFM;KIF21A;KPNA4;DENR;VPS36;SH3GL2;RAB11FIP5;SYT4;CADPS2;ELOVL4;ABCA5;MCF2;CADPS;NME5;SMARCA2;SNAP91;LZTFL1;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;RAB3GAP1;OPTN
Blood_platelet	24/5583	0.0019720885567408486145624113561325430055148899555206298828125	0.010408245160576701238142049987800419330596923828125	0.00040855967009117348347213560799673359724693000316619873046875	0.0019904189055723838820688431638927795575000345706939697265625	-6.222026663829985	38.754901770347665	MCF2;MYCBP2;SEL1L;CADPS;UBP1;UBE3A;LZTFL1;SNAP91;PPP2CA;NKRF;RARS;PSMC1;DNAJA2;ARHGEF3;SH3BGRL2;NEFM;MATR3;KPNA4;DENR;SAE1;VPS36;OPTN;SH3GL2;RAB3GAP1
Erythroid_cell	21/4448	0.00137797165267183776941883888156326065654866397380828857421875	0.00748041754307568994286636865354012115858495235443115234375	0.0003477536198052233289146339956232623080722987651824951171875	0.00173876809902611686141360447521719834185205399990081787109375	-5.831535479732754	38.41315623657372	SYT4;WDR69;ABCA5;SEL1L;UBE3A;PJA2;CCDC28A;PPP2CA;CCNB1;RUSC1;PSMC1;DNAJA2;MATR3;DENR;KIF21A;SAE1;SPATA18;VPS36;OPTN;RAB3GAP1;RAB11FIP5
Olfactory_bulb	20/4257	0.0020506869136041965505368178668277323595248162746429443359375	0.01053055442121073916050821850376451038755476474761962890625	0.000572372250468279933875714871049922294332645833492279052734375	0.002529086688115655436048800908110933960415422916412353515625	-6.124633417665431	37.90891133982271	SYT4;WDR69;ABCA5;MYCBP2;SEL1L;UBE3A;PJA2;CCDC28A;PPP2CA;PREPL;RUSC1;PSMC1;MATR3;DENR;KIF21A;SPATA18;VPS36;OPTN;RAB3GAP1;RAB11FIP5
Brain	42/13237	0.00408362504526106617763758777073235251009464263916015625	0.01783422011294942544079589197281165979802608489990234375	0.0000406608661707919517521760133238473144956515170633792877197265625	0.0002663987783603610748871248770086594959138892590999603271484375	-6.79995628562052	37.40499685342125	WDR69;SEL1L;MYCBP2;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;CCNB1;NKRF;RUSC1;RARS;HSF2;SH3BGRL2;NEFM;KIF21A;KPNA4;DENR;VPS36;SH3GL2;RAB11FIP5;SYT4;CADPS2;ELOVL4;ABCA5;MCF2;CADPS;NME5;SMARCA2;SNAP91;LZTFL1;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;SPATA18;RAB3GAP1;OPTN
Spinal_cord	37/11398	0.00970736876668783742194701602556961006484925746917724609375	0.039242554588738064180741815789588144980370998382568359375	0.000563756525849784507174733416690060039400123059749603271484375	0.002529086688115655436048800908110933960415422916412353515625	-7.802865622286595	36.16526790540711	MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;RUSC1;RARS;HSF2;SH3BGRL2;NEFM;KPNA4;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;SYT4;CADPS2;ABCA5;MCF2;CADPS;NME5;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;PSMC1;DNAJA2;ARHGEF3;MATR3;GRSF1;SAE1;RAB3GAP1;OPTN
Small_intestine	25/6152	0.0034105505388689794261936061303686074097640812397003173828125	0.01542868100916919109344416227713736589066684246063232421875	0.000690210877029226281542673149260735954158008098602294921875	0.0029804560598989319857021751403181042405776679515838623046875	-6.337495286995847	36.00256006412285	WDR69;MYCBP2;SEL1L;UBP1;CCDC28A;PPP2CA;CCNB1;RUSC1;HSF2;DENR;KIF21A;VPS36;RAB11FIP5;SYT4;ABCA5;SMARCA2;PJA2;PREPL;PSMC1;DNAJA2;MATR3;GRSF1;SAE1;SPATA18;RAB3GAP1
Thymus	22/4940	0.002196349632502388356247724487957384553737938404083251953125	0.01070016487629368677481078719893048400990664958953857421875	0.00053521618965621047502023710507046416751109063625335693359375	0.002480270147187316719106231488467528834007680416107177734375	-5.87859437590882	35.98263253462126	SYT4;WDR69;ELOVL4;ABCA5;MYCBP2;UBP1;LZTFL1;PJA2;CCDC28A;PPP2CA;CCNB1;RUSC1;PSMC1;MATR3;DENR;KIF21A;GRSF1;SAE1;SPATA18;VPS36;RAB3GAP1;RAB11FIP5
BTO:0004410	31/9290	0.0194274660965915134391845953132360591553151607513427734375	0.061763431863186578352209465947453281842172145843505859375	0.003009097389251333930226817159336860640905797481536865234375	0.011434570079155069455278947998522198759019374847412109375	-7.8263536337926745	30.84418744881549	MYCBP2;SEL1L;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;NKRF;RARS;HSF2;NEFM;KPNA4;DENR;KIF21A;VPS36;SH3GL2;RAB11FIP5;ABCA5;MCF2;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;PSMC1;DNAJA2;MATR3;GRSF1;SAE1;RAB3GAP1;OPTN
T-cell_chronic_lymphocytic_leukemia_cell	13/2344	0.00413002992089355099036840357484834385104477405548095703125	0.01783422011294942544079589197281165979802608489990234375	0.0018516769535247452893589326095025171525776386260986328125	0.00781819158154892397682989013674159650690853595733642578125	-5.603226513196202	30.75874736211438	MYCBP2;UBE3A;SMARCA2;PJA2;PSMC1;DNAJA2;DENR;MATR3;KPNA4;KIF21A;GRSF1;RAB3GAP1;RAB11FIP5
